cpio;copy files to and from archives;--ignore-devno;Store 0 in the device number field of each archive member, instead of the actual device number.;NONE;0
cpio;copy files to and from archives;-O [[USER@]HOST:]ARCHIVE-NAME;Use ARCHIVE-NAME instead of standard output. Optional USER and HOST specify the user and host names in case of a remote archive. The output archive name can be specified wither using this option, or using -F (--file), but not both.;NONE;3
cpio;copy files to and from archives;-O [[USER@]HOST:]ARCHIVE-NAME;Use ARCHIVE-NAME instead of standard output. Optional USER and HOST specify the user and host names in case of a remote archive. The output archive name can be specified wither using this option, or using -F (--file), but not both.;NONE;5
cpio;copy files to and from archives;--renumber-inodes;Renumber inodes when storing them in the archive.;NONE;0
cpio;copy files to and from archives;-l, --link;Link files instead of copying them, when possible.;NONE;3
cpio;copy files to and from archives;--absolute-filenames;Do not strip file system prefix components from the file names. This is the default.;NONE;0
cpio;copy files to and from archives;--no-absolute-filenames;Create all files relative to the current directory.;NONE;0
cpio;copy files to and from archives;-0, --null;Filenames in the list are delimited by null characters instead of newlines.;NONE;0
cpio;copy files to and from archives;-a, --reset-access-time;Reset the access times of files after reading them.;NONE;9
cpio;copy files to and from archives;-I [[USER@]HOST:]ARCHIVE-NAME;Use ARCHIVE-NAME instead of standard input. Optional USER and HOST specify the user and host names in case of a remote archive.;NONE;2
cpio;copy files to and from archives;-I [[USER@]HOST:]ARCHIVE-NAME;Use ARCHIVE-NAME instead of standard input. Optional USER and HOST specify the user and host names in case of a remote archive.;NONE;5
cpio;copy files to and from archives;-L, --dereference;Dereference symbolic links (copy the files that they point to instead of copying the links).;NONE;2
cpio;copy files to and from archives;-d, --make-directories;Create leading directories where needed.;NONE;3
cpio;copy files to and from archives;-m, --preserve-modification-time;Retain previous file modification times when creating files.;NONE;9
cpio;copy files to and from archives;--no-preserve-owner;Do not change the ownership of the files.;NONE;9
cpio;copy files to and from archives;--sparse;Write files with large blocks of zeros as sparse files.;NONE;0
cpio;copy files to and from archives;-u, --unconditional;Replace all files unconditionally.;NONE;3
cpio;copy files to and from archives;cpio;copy files to and from archives;NONE;2
nc;arbitrary TCP and UDP connections and listens;nc;arbitrary TCP and UDP connections and listens;NONE;5
nc;arbitrary TCP and UDP connections and listens;-6;Use IPv6 addresses only.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-b;Allow broadcast.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-C;Send CRLF as line-ending. Each line feed (LF) character from the input data is translated into CR+LF before being written to the socket. Line feed characters that are already preceded with a carriage return (CR) are not translated. Received data is not affected.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-D;Enable debugging on the socket.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-d;Do not attempt to read from stdin.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-F;Pass the first connected socket using sendmsg(2) to stdout and exit. This is useful in conjunction with -X to have nc perform connection setup with a proxy but then leave the rest of the connection to another program (e.g. ssh(1) using the ssh_config(5) ProxyUseFdpass option). Cannot be used with -U.;NONE;4
nc;arbitrary TCP and UDP connections and listens;-h;Print out the nc help text and exit.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-I length;Specify the size of the TCP receive buffer.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-i interval;Sleep for interval seconds between lines of text sent and received. Also causes a delay time between connections to multiple ports.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-k;When a connection is completed, listen for another one. Requires -l. When used together with the -u option, the server socket is not connected and it can receive UDP datagrams from multiple hosts.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-l;Listen for an incoming connection rather than initiating a connection to a remote host. The destination and port to listen on can be specified either as non-optional arguments, or with options -s and -p respectively. Cannot be used together with -x or -z. Additionally, any timeouts specified with the -w option are ignored.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-M ttl;Set the TTL / hop limit of outgoing packets.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-m minttl;Ask the kernel to drop incoming packets whose TTL / hop limit is under minttl.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-N;shutdown(2) the network socket after EOF on the input. Some servers require this to finish their work.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-n;Do not do any DNS or service lookups on any specified addresses, hostnames or ports.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-O length;Specify the size of the TCP send buffer.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-P proxy_username;Specifies a username to present to a proxy server that requires authentication. If no username is specified then authentication will not be attempted. Proxy authentication is only supported for HTTP CONNECT proxies at present.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-p source_port;Specify the source port nc should use, subject to privilege restrictions and availability.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-q seconds;after EOF on stdin, wait the specified number of seconds and then quit. If seconds is negative, wait forever (default). Specifying a non- negative seconds implies -N.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-r;Choose source and/or destination ports randomly instead of sequentially within a range or in the order that the system assigns them.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-S;Enable the RFC 2385 TCP MD5 signature option.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-s source;Send packets from the interface with the source IP address. For UNIX-domain datagram sockets, specifies the local temporary socket file to create and use so that datagrams can be received. Cannot be used together with -x.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-T keyword;Change the IPv4 TOS/IPv6 traffic class value. keyword may be one of critical, inetcontrol, lowcost, lowdelay, netcontrol, throughput, reliability, or one of the DiffServ Code Points: ef, af11 ... af43, cs0 ... cs7. or a number in either hex or decimal.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-t;Send RFC 854 DON'T and WON'T responses to RFC 854 DO and WILL requests. This makes it possible to use nc to script telnet sessions.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-U;Use UNIX-domain sockets. Cannot be used together with -F or -x.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-u;Use UDP instead of TCP. Cannot be used together with -x. For UNIX-domain sockets, use a datagram socket instead of a stream socket. If a UNIX-domain socket is used, a temporary receiving socket is created in /tmp unless the -s flag is given.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-V rtable;Set the routing table to be used.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-v;Produce more verbose output.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-W recvlimit;Terminate after receiving recvlimit packets from the network.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-w timeout;Connections which cannot be established or are idle timeout after timeout seconds. The -w flag has no effect on the -l option, i.e. nc will listen forever for a connection, with or without the -w flag. The default is no timeout.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-X proxy_protocol;Use proxy_protocol when talking to the proxy server. Supported protocols are 4 (SOCKS v.4), 5 (SOCKS v.5) and connect (HTTPS proxy). If the protocol is not specified, SOCKS version 5 is used.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-x proxy_address[:port];Connect to destination using a proxy at proxy_address and port. If port is not specified, the well-known port for the proxy protocol is used (1080 for SOCKS, 3128 for HTTPS). An IPv6 address can be specified unambiguously by enclosing proxy_address in square brackets. A proxy cannot be used with any of the options -lsuU.;NONE;5
nc;arbitrary TCP and UDP connections and listens;-Z;DCCP mode.;NONE;0
nc;arbitrary TCP and UDP connections and listens;-z;Only scan for listening daemons, without sending any data to them. Cannot be used together with -l.;NONE;0
zip;package and compress (archive) files;zip;package and compress (archive) files;NONE;3
zip;package and compress (archive) files;zip;package and compress (archive) files;NONE;2
zip;package and compress (archive) files;-A, --adjust-sfx;Adjust self-extracting executable archive. A self-extracting executable archive is created by prepending the SFX stub to an existing archive. The -A option tells zip to adjust the entry offsets stored in the archive to take into account this "preamble" data. Note: self-extracting archives for the Amiga are a special case. At present, only the Amiga port of zip is capable of adjusting or updating these without corrupting them. -J can be used to remove the SFX stub if other updates need to be made.;NONE;0
zip;package and compress (archive) files;-AC, --archive-clear;[WIN32] Once archive is created (and tested if -T is used, which is recommended), clear the archive bits of files processed. WARNING: Once the bits are cleared they are cleared. You may want to use the -sf show files option to store the list of files processed in case the archive operation must be repeated. Also consider using the -MM must match option. Be sure to check out -DF as a possibly better way to do incremental backups.;NONE;9
zip;package and compress (archive) files;-AS, --archive-set;[WIN32] Only include files that have the archive bit set. Directories are not stored when -AS is used, though by default the paths of entries, including directories, are stored as usual and can be used by most unzips to recreate directories. The archive bit is set by the operating system when a file is modified and, if used with -AC, -AS can provide an incremental backup capability. However, other applications can modify the archive bit and it may not be a reliable indicator of which files have changed since the last archive operation. Alternative ways to create incremental backups are using -t to use file dates, though this won't catch old files copied to directories being archived, and -DF to create a differential archive.;NONE;7
zip;package and compress (archive) files;-B, --binary;[VM/CMS and MVS] force file to be read binary (default is text).;NONE;0
zip;package and compress (archive) files;-Bn;[TANDEM] set Edit/Enscribe formatting options with n defined as bit 0: Don't add delimiter (Edit/Enscribe) bit 1: Use LF rather than CR/LF as delimiter (Edit/Enscribe) bit 2: Space fill record to maximum record length (Enscribe) bit 3: Trim trailing space (Enscribe) bit 8: Force 30K (Expand) large read for unstructured files;NONE;0
zip;package and compress (archive) files;-b path;--temp-path path Use the specified path for the temporary zip archive. For example: zip -b /tmp stuff * will put the temporary zip archive in the directory /tmp, copying over stuff.zip to the current directory when done. This option is useful when updating an existing archive and the file system containing this old archive does not have enough space to hold both old and new archives at the same time. It may also be useful when streaming in some cases to avoid the need for data descriptors. Note that using this option may require zip take additional time to copy the archive file when done to the destination file system.;NONE;3
zip;package and compress (archive) files;-c, --entry-comments;Add one-line comments for each file. File operations (adding, updating) are done first, and the user is then prompted for a one-line comment for each file. Enter the comment followed by return, or just return for no comment.;NONE;3
zip;package and compress (archive) files;-C, --preserve-case;[VMS] Preserve case all on VMS. Negating this option (-C-) downcases.;NONE;0
zip;package and compress (archive) files;-C2, --preserve-case-2;[VMS] Preserve case ODS2 on VMS. Negating this option (-C2-) downcases.;NONE;0
zip;package and compress (archive) files;-C5, --preserve-case-5;[VMS] Preserve case ODS5 on VMS. Negating this option (-C5-) downcases.;NONE;0
zip;package and compress (archive) files;-d, --delete;Remove (delete) entries from a zip archive. -db --display-bytes Display running byte counts showing the bytes zipped and the bytes to go.;NONE;3
zip;package and compress (archive) files;-dc, --display-counts;Display running count of entries zipped and entries to go.;NONE;0
zip;package and compress (archive) files;-dd, --display-dots;Display dots while each entry is zipped (except on ports that have their own progress indicator). See -ds below for setting dot size. The default is a dot every 10 MB of input file processed. The -v option also displays dots (previously at a much higher rate than this but now -v also defaults to 10 MB) and this rate is also controlled by -ds.;NONE;0
zip;package and compress (archive) files;-df, --datafork;[MacOS] Include only data-fork of files zipped into the archive. Good for exporting files to foreign operating-systems. Resource-forks will be ignored at all.;NONE;0
zip;package and compress (archive) files;-dg, --display-globaldots;Display progress dots for the archive instead of for each file. The command zip -qdgds 10m will turn off most output except dots every 10 MB.;NONE;0
zip;package and compress (archive) files;-ds size;--dot-size size Set amount of input file processed for each dot displayed. See -dd to enable displaying dots. Setting this option implies -dd. Size is in the format nm where n is a number and m is a multiplier. Currently m can be k (KB), m (MB), g (GB), or t (TB), so if n is 100 and m is k, size would be 100k which is 100 KB. The default is 10 MB. The -v option also displays dots and now defaults to 10 MB also. This rate is also controlled by this option. A size of 0 turns dots off. This option does not control the dots from the "Scanning files" message as zip scans for input files. The dot size for that is fixed at 2 seconds or a fixed number of entries, whichever is longer.;NONE;0
zip;package and compress (archive) files;-du, --display-usize;Display the uncompressed size of each entry. -dv --display-volume Display the volume (disk) number each entry is being read from, if reading an existing archive, and being written to.;NONE;7
zip;package and compress (archive) files;-D, --no-dir-entries;Do not create entries in the zip archive for directories. Directory entries are created by default so that their attributes can be saved in the zip archive. The environment variable ZIPOPT can be used to change the default options. For example under Unix with sh: ZIPOPT="-D". export ZIPOPT (The variable ZIPOPT can be used for any option, including -i and -x using a new option format detailed below, and can include several options.) The option -D is a shorthand for -x "*/" but the latter previously could not be set as default in the ZIPOPT environment variable as the contents of ZIPOPT gets inserted near the beginning of the command line and the file list had to end at the end of the line. This version of zip does allow -x and -i options in ZIPOPT if the form;NONE;0
zip;package and compress (archive) files;-DF, --difference-archive;Create an archive that contains all new and changed files since the original archive was created. For this to work, the input file list and current directory must be the same as during the original zip operation. -e --encrypt Encrypt the contents of the zip archive using a password which is entered on the terminal in response to a prompt (this will not be echoed. if standard error is not a tty, zip will exit with an error). The password prompt is repeated to save the user from typing errors.;NONE;7
zip;package and compress (archive) files;-E, --longnames;[OS/2] Use the .LONGNAME Extended Attribute (if found) as filename.;NONE;7
zip;package and compress (archive) files;-f, --freshen;Replace (freshen) an existing entry in the zip archive only if it has been modified more recently than the version already in the zip archive. unlike the update option (-u) this will not add files that are not already in the zip archive. For example: zip -f foo This command should be run from the same directory from which the original zip command was run, since paths stored in zip archives are always relative. Note that the timezone environment variable TZ should be set according to the local timezone in order for the -f, -u and -o options to work correctly. The reasons behind this are somewhat subtle but have to do with the differences between the Unix-format file times (always in GMT) and most of the other operating systems (always local time) and the necessity to compare the two. A typical TZ value is ``MET-1MEST'' (Middle European time with automatic adjustment for ``summertime'' or Daylight Savings Time). The format is TTThhDDD, where TTT is the time zone such as MET, hh is the difference between GMT and local time such as -1 above, and DDD is the time zone when daylight savings time is in effect. Leave off the DDD if there is no daylight savings time. For the US Eastern time zone EST5EDT.;NONE;7
zip;package and compress (archive) files;-F, --fix;Fix the zip archive. The -F option can be used if some portions of the archive are missing, but requires a reasonably intact central directory. The input archive is scanned as usual, but zip will ignore some problems. The resulting archive should be valid, but any inconsistent entries will be left out.;NONE;0
zip;package and compress (archive) files;-FF, --fixfix;Fix the zip archive. The -F option can be used if some portions of the archive are missing, but requires a reasonably intact central directory. The input archive is scanned as usual, but zip will ignore some problems. The resulting archive should be valid, but any inconsistent entries will be left out.;NONE;0
zip;package and compress (archive) files;-FI, --fifo [Unix];Normally zip skips reading any FIFOs (named pipes) encountered, as zip can hang if the FIFO is not being fed. This option tells zip to read the contents of any FIFO it finds.;NONE;2
zip;package and compress (archive) files;-FS, --filesync;Synchronize the contents of an archive with the files on the OS. Normally when an archive is updated, new files are added and changed files are updated but files that no longer exist on the OS are not deleted from the archive. This option enables a new mode that checks entries in the archive against the file system. If the file time and file size of the entry matches that of the OS file, the entry is copied from the old archive instead of being read from the file system and compressed. If the OS file has changed, the entry is read and compressed as usual. If the entry in the archive does not match a file on the OS, the entry is deleted. Enabling this option should create archives that are the same as new archives, but since existing entries are copied instead of compressed, updating an existing archive with -FS can be much faster than creating a new archive. Also consider using -u for updating an archive. For this option to work, the archive should be updated from the same directory it was created in so the relative paths match. If few files are being copied from the old archive, it may be faster to create a new archive instead. Note that the timezone environment variable TZ should be set according to the local timezone in order for this option to work correctly. A change in timezone since the original archive was created could result in no times matching and recompression of all files. This option deletes files from the archive. If you need to preserve the original archive, make a copy of the archive first or use the --out option to output the updated archive to a new file. Even though it may be slower, creating a new archive with a new archive name is safer, avoids mismatches between archive and OS paths, and is preferred.;NONE;7
zip;package and compress (archive) files;-g, --grow;Grow (append to) the specified zip archive, instead of creating a new one. If this operation fails, zip attempts to restore the archive to its original state. If the restoration fails, the archive might become corrupted. This option is ignored when there's no existing archive or when at least one archive member must be updated or deleted.;NONE;0
zip;package and compress (archive) files;-h, -?, --help;Display the zip help information (this also appears if zip is run with no arguments).;NONE;0
zip;package and compress (archive) files;-h2, --more-help;Display extended help including more on command line format, pattern matching, and more obscure options.;NONE;0
zip;package and compress (archive) files;-i files, --include files;Include only the specified files;NONE;0
zip;package and compress (archive) files;-I, --no-image;[Acorn RISC OS] Don't scan through Image files. When used, zip will not consider Image files (eg. DOS partitions or Spark archives when SparkFS is loaded) as directories but will store them as single files. For example, if you have SparkFS loaded, zipping a Spark archive will result in a zipfile containing a directory (and its content) while using the 'I' option will result in a zipfile containing a Spark archive. Obviously this second case will also be obtained (without the 'I' option) if SparkFS isn't loaded.;NONE;0
zip;package and compress (archive) files;-ic, --ignore-case;[VMS, WIN32] Ignore case when matching archive entries. This option is only available on systems where the case of files is ignored. On systems with case-insensitive file systems, case is normally ignored when matching files on the file system but is not ignored for -f (freshen), -d (delete), -U (copy), and similar modes when matching against archive entries (currently -f ignores case on VMS) because archive entries can be from systems where case does matter and names that are the same except for case can exist in an archive. The -ic option makes all matching case insensitive. This can result in multiple archive entries matching a command line pattern.;NONE;0
zip;package and compress (archive) files;-j, --junk-paths;Store just the name of a saved file (junk the path), and do not store directory names. By default, zip will store the full path (relative to the current directory).;NONE;0
zip;package and compress (archive) files;-jj, --absolute-path;[MacOS] record Fullpath (+ Volname). The complete path including volume will be stored. By default the relative path will be stored.;NONE;7
zip;package and compress (archive) files;-J, --junk-sfx;Strip any prepended data (e.g. a SFX stub) from the archive.;NONE;0
zip;package and compress (archive) files;-k, --DOS-names;Attempt to convert the names and paths to conform to MSDOS, store only the MSDOS attribute (just the user write attribute from Unix), and mark the entry as made under MSDOS (even though it was not). for compatibility with PKUNZIP under MSDOS which cannot handle certain names such as those with two dots.;NONE;7
zip;package and compress (archive) files;-l, --to-crlf;Translate the Unix end-of-line character LF into the MSDOS convention CR LF. This option should not be used on binary files. This option can be used on Unix if the zip file is intended for PKUNZIP under MSDOS. If the input files already contain CR LF, this option adds an extra CR. This is to ensure that unzip -a on Unix will get back an exact copy of the original file, to undo the effect of zip -l. See -ll for how binary files are handled.;NONE;0
zip;package and compress (archive) files;-la, --log-append;Append to existing logfile. Default is to overwrite.;NONE;3
zip;package and compress (archive) files;-lf logfilepath;--logfile-path logfilepath Open a logfile at the given path. By default any existing file at that location is overwritten, but the -la option will result in an existing file being opened and the new log information appended to any existing information. Only warnings and errors are written to the log unless the -li option is also given, then all information messages are also written to the log.;NONE;3
zip;package and compress (archive) files;-li, --log-info;Include information messages, such as file names being zipped, in the log. The default is to only include the command line, any warnings and errors, and the final status.;NONE;0
zip;package and compress (archive) files;-ll, --from-crlf;Translate the MSDOS end-of-line CR LF into Unix LF. This option should not be used on binary files. This option can be used on MSDOS if the zip file is intended for unzip under Unix. If the file is converted and the file is later determined to be binary a warning is issued and the file is probably corrupted. In this release if -ll detects binary in the first buffer read from a file, zip now issues a warning and skips line end conversion on the file. This check seems to catch all binary files tested, but the original check remains and if a converted file is later determined to be binary that warning is still issued. A new algorithm is now being used for binary detection that should allow line end conversion of text files in UTF-8 and similar encodings.;NONE;0
zip;package and compress (archive) files;-L, --license;Display the zip license.;NONE;0
zip;package and compress (archive) files;-m, --move;Move the specified files into the zip archive. actually, this deletes the target directories/files after making the specified zip archive. If a directory becomes empty after removal of the files, the directory is also removed. No deletions are done until zip has created the archive without error. This is useful for conserving disk space, but is potentially dangerous so it is recommended to use it in combination with -T to test the archive before removing all input files.;NONE;9
zip;package and compress (archive) files;-MM, --must-match;All input patterns must match at least one file and all input files found must be readable. Normally when an input pattern does not match a file the "name not matched" warning is issued and when an input file has been found but later is missing or not readable a missing or not readable warning is issued. In either case zip continues creating the archive, with missing or unreadable new files being skipped and files already in the archive remaining unchanged. After the archive is created, if any files were not readable zip returns the OPEN error code (18 on most systems) instead of the normal success return (0 on most systems). With -MM set, zip exits as soon as an input pattern is not matched (whenever the "name not matched" warning would be issued) or when an input file is not readable. In either case zip exits with an OPEN error and no archive is created.;NONE;0
zip;package and compress (archive) files;-n suffixes;--suffixes suffixes Do not attempt to compress files named with the given suffixes. Such files are simply stored (0% compression) in the output zip file, so that zip doesn't waste its time trying to compress them. The suffixes are separated by either colons or semicolons. For example: zip -rn .Z:.zip:.tiff:.gif:.snd foo foo will copy everything from foo into foo.zip, but will store any files that end in .Z, .zip, .tiff, .gif, or .snd without trying to compress them (image and sound files often have their own specialized compression methods). By default, zip does not compress files with extensions in the list .Z:.zip:.zoo:.arc:.lzh:.arj. Such files are stored directly in the output archive. The environment variable ZIPOPT can be used to change the default options. For example under Unix with csh: setenv ZIPOPT "-n .gif:.zip" To attempt compression on all files, use: zip -n : foo The maximum compression option -9 also attempts compression on all files regardless of extension. On Acorn RISC OS systems the suffixes are actually filetypes (3 hex digit format). By default, zip does not compress files with filetypes in the list DDC:D96:68E (i.e. Archives, CFS files and PackDir files).;NONE;0
zip;package and compress (archive) files;-nw, --no-wild;Do not perform internal wildcard processing (shell processing of wildcards is still done by the shell unless the arguments are escaped). Useful if a list of paths is being read and no wildcard substitution is desired.;NONE;0
zip;package and compress (archive) files;-N, --notes;[Amiga, MacOS] Save Amiga or MacOS filenotes as zipfile comments. They can be restored by using the -N option of unzip. If -c is used also, you are prompted for comments only for those files that do not have filenotes.;NONE;7
zip;package and compress (archive) files;-o, --latest-time;Set the "last modified" time of the zip archive to the latest (oldest) "last modified" time found among the entries in the zip archive. This can be used without any other operations, if desired.;NONE;9
zip;package and compress (archive) files;-O output-file;--output-file output-file Process the archive changes as usual, but instead of updating the existing archive, output the new archive to output-file. Useful for updating an archive without changing the existing archive and the input archive must be a different file than the output archive. This option can be used to create updated split archives. It can also be used with -U to copy entries from an existing archive to a new archive. See the EXAMPLES section below. Another use is converting zip files from one split size to another. For instance, to convert an archive with 700 MB CD splits to one with 2 GB DVD splits, can use: zip -s 2g cd-split.zip --out dvd-split.zip which uses copy mode. See -U below. Also: zip -s 0 split.zip --out unsplit.zip will convert a split archive to a single-file archive. Copy mode will convert stream entries (using data descriptors and which should be compatible with most unzips) to normal entries (which should be compatible with all unzips), except if standard encryption was used. For archives with encrypted entries, zipcloak will decrypt the entries and convert them to normal entries.;NONE;3
zip;package and compress (archive) files;-p, --paths;Include relative file paths as part of the names of files stored in the archive. This is the default. The -j option junks the paths and just stores the names of the files.;NONE;0
zip;package and compress (archive) files;-P password;--password password Use password to encrypt zipfile entries (if any). THIS IS INSECURE! Many multi-user operating systems provide ways for any user to see the current command line of any other user. even on stand-alone systems there is always the threat of over-the-shoulder peeking. Storing the plaintext password as part of a command line in an automated script is even worse. Whenever possible, use the non-echoing, interactive prompt to enter passwords. (And where security is truly important, use strong encryption such as Pretty Good Privacy instead of the relatively weak standard encryption provided by zipfile utilities.);NONE;0
zip;package and compress (archive) files;-q, --quiet;Quiet mode. eliminate informational messages and comment prompts. (Useful, for example, in shell scripts and background tasks).;NONE;0
zip;package and compress (archive) files;-Qn, --Q-flag n;[QDOS] store information about the file in the file header with n defined as bit 0: Don't add headers for any file bit 1: Add headers for all files bit 2: Don't wait for interactive key press on exit;NONE;7
